gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,4+ years,3,0,Segment 0,discount_20,546.5999999999999,0.39100575,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,4+ years,7,1,Loyal Champions,premium_support,1320.0,0.36443496,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,0-1 year,0,0,Segment 0,discount_20,291.6,0.58922946,True,0,0.0,171.8193118572235,51.545793557167045,51.545793557167045
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,4+ years,6,1,Loyal Champions,premium_support,1249.8000000000002,0.35493827,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,2-4 years,1,2,Budget Conscious,discount_10,361.79999999999995,0.41412088,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,2-4 years,4,1,Loyal Champions,premium_support,1132.1999999999998,0.3980083,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,4+ years,1,2,Budget Conscious,discount_10,232.79999999999998,0.32460564,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,4+ years,5,1,Loyal Champions,premium_support,1161.0,0.37476602,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,4+ years,4,0,Segment 0,discount_20,695.4000000000001,0.38132086,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1099.8000000000002,0.39232284,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,2-4 years,2,3,At-Risk Newcomers,feature_tutorial,918.0,0.42759332,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,4+ years,4,1,Loyal Champions,premium_support,655.2,0.34706843,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1078.1999999999998,0.6306142,True,0,0.0,679.928253185749,135.98565063714977,135.98565063714977
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,2-4 years,1,2,Budget Conscious,discount_10,372.6,0.4142236,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1203.0,0.52793235,True,0,0.0,635.1026120781898,127.02052241563797,127.02052241563797
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,2-4 years,1,2,Budget Conscious,discount_10,247.79999999999998,0.37538654,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1022.4000000000001,0.39698803,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,4+ years,5,1,Loyal Champions,premium_support,1197.6,0.3805836,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0-1 year,1,2,Budget Conscious,discount_10,248.39999999999998,0.4976277,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,892.8000000000001,0.59737855,True,0,0.0,533.3395711898804,106.66791423797605,106.66791423797605
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,0-1 year,2,0,Segment 0,discount_20,608.4000000000001,0.49332914,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0-1 year,1,2,Budget Conscious,discount_10,250.20000000000002,0.5919667,True,0,0.0,148.1100654959679,22.216509824395217,22.216509824395217
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1067.4,0.40327495,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,936.5999999999999,0.4207103,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,4+ years,2,2,Budget Conscious,discount_10,282.6,0.3168367,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0-1 year,1,2,Budget Conscious,discount_10,237.0,0.6584753,True,0,0.0,156.05864131450653,23.408796197176002,23.408796197176002
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,4+ years,4,1,Loyal Champions,premium_support,677.4000000000001,0.36539924,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1031.4,0.46443287,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,2-4 years,5,0,Segment 0,discount_20,703.2,0.39817214,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,4+ years,2,0,Segment 0,discount_20,606.5999999999999,0.3559523,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,0-1 year,1,0,Segment 0,discount_20,425.40000000000003,0.70006555,True,0,0.0,297.80788632631305,89.34236589789396,89.34236589789396
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0-1 year,1,0,Segment 0,discount_20,532.2,0.67055887,True,0,0.0,356.87143052816396,107.06142915844922,107.06142915844922
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,2-4 years,2,2,Budget Conscious,discount_10,308.4,0.40188068,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,1-2 years,2,3,At-Risk Newcomers,feature_tutorial,900.0,0.3915104,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,4+ years,1,2,Budget Conscious,discount_10,242.39999999999998,0.3220671,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,4+ years,1,2,Budget Conscious,discount_10,235.20000000000002,0.36505324,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,845.4000000000001,0.7165385,True,0,0.0,605.7616384863854,121.15232769727709,121.15232769727709
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,4+ years,8,1,Loyal Champions,premium_support,1056.6,0.3573478,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,0-1 year,5,0,Segment 0,discount_20,853.8000000000001,0.48729172,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,4+ years,5,1,Loyal Champions,premium_support,1212.6,0.36609197,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,4+ years,4,1,Loyal Champions,premium_support,1011.5999999999999,0.34799477,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,4+ years,2,2,Budget Conscious,discount_10,287.4,0.3411238,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,4+ years,6,1,Loyal Champions,premium_support,1188.6,0.36891377,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0-1 year,1,2,Budget Conscious,discount_10,235.20000000000002,0.59112513,True,0,0.0,139.0326307296753,20.854894609451293,20.854894609451293
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0-1 year,1,0,Segment 0,discount_20,547.8,0.70006555,True,0,0.0,383.4959100365638,115.04877301096917,115.04877301096917
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,2-4 years,4,0,Segment 0,discount_20,774.0,0.3917179,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,1-2 years,5,0,Segment 0,discount_20,834.0,0.4310909,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,0-1 year,4,0,Segment 0,discount_20,822.5999999999999,0.47804257,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1140.0,0.54912925,True,0,0.0,626.007342338562,125.2014684677124,125.2014684677124
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,4+ years,7,1,Loyal Champions,premium_support,1297.8000000000002,0.35951784,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,4+ years,7,1,Loyal Champions,premium_support,1033.1999999999998,0.34799477,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0-1 year,1,2,Budget Conscious,discount_10,236.39999999999998,0.4899139,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,1-2 years,2,3,At-Risk Newcomers,feature_tutorial,970.8000000000001,0.44560066,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1009.8000000000001,0.4190125,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,1-2 years,1,2,Budget Conscious,discount_10,241.79999999999998,0.39191857,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,1-2 years,4,0,Segment 0,discount_20,771.0,0.43834594,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0-1 year,2,2,Budget Conscious,discount_10,308.4,0.46276787,False,0,0.0,0.0,0.0,0.0
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,1-2 years,3,0,Segment 0,discount_20,672.0,0.4501239,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,988.8000000000001,0.4061788,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,836.4000000000001,0.6343375,True,0,0.0,530.5598723173142,106.11197446346284,106.11197446346284
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,4+ years,6,1,Loyal Champions,premium_support,886.8000000000001,0.3639925,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,0-1 year,1,2,Budget Conscious,discount_10,247.20000000000002,0.43086973,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,4+ years,1,2,Budget Conscious,discount_10,238.79999999999998,0.32278806,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,850.8000000000001,0.5708044,True,0,0.0,485.6403980970383,97.12807961940769,97.12807961940769
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,4+ years,8,1,Loyal Champions,premium_support,1068.6,0.33763394,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,4+ years,3,0,Segment 0,discount_20,543.5999999999999,0.40132755,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,1-2 years,1,2,Budget Conscious,discount_10,244.79999999999998,0.41679728,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,2-4 years,4,1,Loyal Champions,premium_support,1011.0,0.39148167,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,0-1 year,6,3,At-Risk Newcomers,feature_tutorial,1252.8000000000002,0.64534944,True,0,0.0,808.4937821388246,161.69875642776492,161.69875642776492
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,1-2 years,6,0,Segment 0,discount_20,983.4000000000001,0.44956896,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,4+ years,4,1,Loyal Champions,premium_support,1138.1999999999998,0.37789646,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,2-4 years,1,2,Budget Conscious,discount_10,246.60000000000002,0.3736502,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,2-4 years,2,2,Budget Conscious,discount_10,296.4,0.38179815,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,1-2 years,2,3,At-Risk Newcomers,feature_tutorial,893.4000000000001,0.4696177,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,917.4000000000001,0.5147588,True,0,0.0,472.23974633216864,94.44794926643374,94.44794926643374
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,1-2 years,6,3,At-Risk Newcomers,feature_tutorial,1264.1999999999998,0.45939437,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,4+ years,1,2,Budget Conscious,discount_10,246.60000000000002,0.33439794,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,0-1 year,1,0,Segment 0,discount_20,359.4,0.69477075,True,0,0.0,249.70060876607894,74.91018262982368,74.91018262982368
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0-1 year,1,0,Segment 0,discount_20,543.5999999999999,0.70006555,True,0,0.0,380.5556347131728,114.16669041395187,114.16669041395187
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1014.0,0.5316082,True,0,0.0,539.0507390499115,107.81014780998225,107.81014780998225
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,2-4 years,5,0,Segment 0,discount_20,897.0,0.39700302,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,951.0,0.4440382,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0-1 year,0,0,Segment 0,discount_20,297.6,0.6953694,True,0,0.0,206.94194011688234,62.08258203506472,62.08258203506472
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,1-2 years,2,0,Segment 0,discount_20,621.5999999999999,0.43003267,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,0-1 year,1,0,Segment 0,discount_20,364.79999999999995,0.6396909,True,0,0.0,233.35923156738278,70.00776947021484,70.00776947021484
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,1-2 years,1,2,Budget Conscious,discount_10,235.79999999999998,0.41576865,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,2-4 years,3,0,Segment 0,discount_20,679.2,0.40591538,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,2-4 years,5,1,Loyal Champions,premium_support,862.8000000000001,0.39383274,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1092.0,0.5454092,True,0,0.0,595.5868492126465,119.11736984252929,119.11736984252929
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,4+ years,1,2,Budget Conscious,discount_10,237.0,0.32561228,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,4+ years,7,1,Loyal Champions,premium_support,1316.4,0.3472177,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,4+ years,1,2,Budget Conscious,discount_10,231.60000000000002,0.35181454,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1158.6,0.4382676,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,1-2 years,2,2,Budget Conscious,discount_10,289.20000000000005,0.3822436,False,0,0.0,0.0,0.0,0.0
